_id,theaterId,location
59a47286cfa9a3a73e51e736,1017,"{'address': {'street1': '4325 Sunset Dr', 'city': 'San Angelo', 'state': 'TX', 'zipcode': '76904'}, 'geo': {'type': 'Point', 'coordinates': [-100.50107, 31.435648]}}"
59a47286cfa9a3a73e51e737,1018,"{'address': {'street1': '1307 E Gladstone St', 'city': 'Glendora', 'state': 'CA', 'zipcode': '91740'}, 'geo': {'type': 'Point', 'coordinates': [-117.83625, 34.11612]}}"
59a47286cfa9a3a73e51e738,1015,"{'address': {'street1': '1721 Osgood Dr', 'city': 'Altoona', 'state': 'PA', 'zipcode': '16602'}, 'geo': {'type': 'Point', 'coordinates': [-78.382912, 40.490524]}}"
59a47286cfa9a3a73e51e739,1011,"{'address': {'street1': '740 S Sepulveda Blvd', 'city': 'El Segundo', 'state': 'CA', 'zipcode': '90245'}, 'geo': {'type': 'Point', 'coordinates': [-118.3960826, 33.9051385]}}"
59a47286cfa9a3a73e51e73a,1019,"{'address': {'street1': '390 Northridge Mall', 'city': 'Salinas', 'state': 'CA', 'zipcode': '93906'}, 'geo': {'type': 'Point', 'coordinates': [-121.65946, 36.715809]}}"
59a47286cfa9a3a73e51e73b,101,"{'address': {'street1': '25422 El Paseo', 'city': 'Mission Viejo', 'state': 'CA', 'zipcode': '92691'}, 'geo': {'type': 'Point', 'coordinates': [-117.674814, 33.590599]}}"
59a47286cfa9a3a73e51e73c,1021,"{'address': {'street1': '700 Du Bois St', 'city': 'San Rafael', 'state': 'CA', 'zipcode': '94901'}, 'geo': {'type': 'Point', 'coordinates': [-122.51875, 37.966579]}}"
59a47286cfa9a3a73e51e73d,1020,"{'address': {'street1': '79220 Hwy 111', 'city': 'La Quinta', 'state': 'CA', 'zipcode': '92253'}, 'geo': {'type': 'Point', 'coordinates': [-116.28111, 33.709164]}}"
59a47286cfa9a3a73e51e73e,1026,"{'address': {'street1': '95 Elm St', 'city': 'Enfield', 'state': 'CT', 'zipcode': '06082'}, 'geo': {'type': 'Point', 'coordinates': [-72.583824, 41.998211]}}"
59a47286cfa9a3a73e51e73f,1023,"{'address': {'street1': '823 N Creek Dr', 'city': 'Sherman', 'state': 'TX', 'zipcode': '75092'}, 'geo': {'type': 'Point', 'coordinates': [-96.608055, 33.685692]}}"
59a47286cfa9a3a73e51e740,1022,"{'address': {'street1': '609 Potomac Station Dr NE', 'city': 'Leesburg', 'state': 'VA', 'zipcode': '20176'}, 'geo': {'type': 'Point', 'coordinates': [-77.532104, 39.098255]}}"
59a47286cfa9a3a73e51e741,1025,"{'address': {'street1': '17200 Mercantile Blvd', 'city': 'Noblesville', 'state': 'IN', 'zipcode': '46060'}, 'geo': {'type': 'Point', 'coordinates': [-85.990822, 40.038788]}}"
59a47286cfa9a3a73e51e742,1024,"{'address': {'street1': '138 E Interstate 20', 'street2': 'Ste 120', 'city': 'Weatherford', 'state': 'TX', 'zipcode': '76087'}, 'geo': {'type': 'Point', 'coordinates': [-97.783157, 32.727791]}}"
59a47286cfa9a3a73e51e743,1027,"{'address': {'street1': '5944 Quebec St', 'city': 'Fort Worth', 'state': 'TX', 'zipcode': '76135'}, 'geo': {'type': 'Point', 'coordinates': [-97.429245, 32.804398]}}"
59a47286cfa9a3a73e51e744,1028,"{'address': {'street1': '529 5th Ave', 'city': 'New York', 'state': 'NY', 'zipcode': '10017'}, 'geo': {'type': 'Point', 'coordinates': [-73.980011, 40.754333]}}"
59a47286cfa9a3a73e51e745,1037,"{'address': {'street1': '312 Newnan Crossing Byp E', 'city': 'Newnan', 'state': 'GA', 'zipcode': '30265'}, 'geo': {'type': 'Point', 'coordinates': [-84.758972, 33.393749]}}"
59a47286cfa9a3a73e51e746,1029,"{'address': {'street1': '3105 E Main St', 'city': 'Mohegan Lake', 'state': 'NY', 'zipcode': '10547'}, 'geo': {'type': 'Point', 'coordinates': [-73.871277, 41.310825]}}"
59a47286cfa9a3a73e51e747,1038,"{'address': {'street1': '6060 Long Prairie Rd', 'city': 'Flower Mound', 'state': 'TX', 'zipcode': '75028'}, 'geo': {'type': 'Point', 'coordinates': [-97.080109, 33.06926]}}"
59a47286cfa9a3a73e51e748,1030,"{'address': {'street1': '5890 N Elizabeth St', 'city': 'Pueblo', 'state': 'CO', 'zipcode': '81008'}, 'geo': {'type': 'Point', 'coordinates': [-104.61839, 38.329201]}}"
59a47286cfa9a3a73e51e749,1034,"{'address': {'street1': '3404 W 13th St', 'city': 'Grand Island', 'state': 'NE', 'zipcode': '68803'}, 'geo': {'type': 'Point', 'coordinates': [-98.382164, 40.933624]}}"
59a47286cfa9a3a73e51e74a,1031,"{'address': {'street1': '1740 30th St', 'city': 'Boulder', 'state': 'CO', 'zipcode': '80301'}, 'geo': {'type': 'Point', 'coordinates': [-105.25302, 40.01675]}}"
59a47286cfa9a3a73e51e74b,1032,"{'address': {'street1': '1900 Market Place Blvd', 'city': 'Irving', 'state': 'TX', 'zipcode': '75063'}, 'geo': {'type': 'Point', 'coordinates': [-96.972069, 32.920174]}}"
59a47286cfa9a3a73e51e74c,1047,"{'address': {'street1': '2411 S Kensington Dr', 'city': 'Appleton', 'state': 'WI', 'zipcode': '54915'}, 'geo': {'type': 'Point', 'coordinates': [-88.359596, 44.241451]}}"
59a47286cfa9a3a73e51e74d,1035,"{'address': {'street1': '2041 Highway 287 N', 'city': 'Mansfield', 'state': 'TX', 'zipcode': '76063'}, 'geo': {'type': 'Point', 'coordinates': [-97.150681, 32.598038]}}"
59a47286cfa9a3a73e51e74e,1036,"{'address': {'street1': '950 County Road 64', 'city': 'Elmira', 'state': 'NY', 'zipcode': '14903'}, 'geo': {'type': 'Point', 'coordinates': [-76.874817, 42.153339]}}"
59a47286cfa9a3a73e51e74f,102,"{'address': {'street1': '1800 Plaza Dr.', 'city': 'West Covina', 'state': 'CA', 'zipcode': '91790'}, 'geo': {'type': 'Point', 'coordinates': [-117.92427, 34.071552]}}"
59a47286cfa9a3a73e51e750,1039,"{'address': {'street1': '115 Lycoming Mall Cir', 'city': 'Muncy', 'state': 'PA', 'zipcode': '17756'}, 'geo': {'type': 'Point', 'coordinates': [-76.831116, 41.244911]}}"
59a47286cfa9a3a73e51e751,103,"{'address': {'street1': '17545 Gale Ave', 'city': 'City Of Industry', 'state': 'CA', 'zipcode': '91748'}, 'geo': {'type': 'Point', 'coordinates': [-117.92119, 33.996811]}}"
59a47286cfa9a3a73e51e752,1043,"{'address': {'street1': '1240 Marvin Rd Ne', 'city': 'Lacey', 'state': 'WA', 'zipcode': '98516'}, 'geo': {'type': 'Point', 'coordinates': [-122.76134, 47.058128]}}"
59a47286cfa9a3a73e51e753,1044,"{'address': {'street1': '6950 Arroyo Crossing Pkwy', 'city': 'Las Vegas', 'state': 'NV', 'zipcode': '89113'}, 'geo': {'type': 'Point', 'coordinates': [-115.24371, 36.064461]}}"
59a47286cfa9a3a73e51e754,1045,"{'address': {'street1': '2460 E Charleston Rd', 'city': 'Mountain View', 'state': 'CA', 'zipcode': '94043'}, 'geo': {'type': 'Point', 'coordinates': [-122.09568, 37.423073]}}"
59a47286cfa9a3a73e51e755,1055,"{'address': {'street1': '1235 Town Centre Dr', 'street2': 'Ste F1', 'city': 'Eagan', 'state': 'MN', 'zipcode': '55123'}, 'geo': {'type': 'Point', 'coordinates': [-93.152992, 44.83189]}}"
59a47286cfa9a3a73e51e756,1016,"{'address': {'street1': '2407 Highway 93 N', 'city': 'Kalispell', 'state': 'MT', 'zipcode': '59901'}, 'geo': {'type': 'Point', 'coordinates': [-114.33124, 48.239506]}}"
59a47286cfa9a3a73e51e757,1048,"{'address': {'street1': '17800 S Halsted St', 'city': 'Homewood', 'state': 'IL', 'zipcode': '60430'}, 'geo': {'type': 'Point', 'coordinates': [-87.637192, 41.56646]}}"
59a47286cfa9a3a73e51e758,1050,"{'address': {'street1': '1600 Center Rd', 'city': 'Avon', 'state': 'OH', 'zipcode': '44011'}, 'geo': {'type': 'Point', 'coordinates': [-82.017853, 41.466305]}}"
59a47286cfa9a3a73e51e759,1049,"{'address': {'street1': '2703 Hwy 54', 'city': 'Peachtree City', 'state': 'GA', 'zipcode': '30269'}, 'geo': {'type': 'Point', 'coordinates': [-84.597, 33.397484]}}"
59a47286cfa9a3a73e51e75a,1051,"{'address': {'street1': '7001 Fayetteville Rd', 'city': 'Durham', 'state': 'NC', 'zipcode': '27713'}, 'geo': {'type': 'Point', 'coordinates': [-78.934631, 35.907135]}}"
59a47286cfa9a3a73e51e75b,1052,"{'address': {'street1': '1145 Commons Cir', 'city': 'Plover', 'state': 'WI', 'zipcode': '54467'}, 'geo': {'type': 'Point', 'coordinates': [-89.515335, 44.522335]}}"
59a47286cfa9a3a73e51e75c,104,"{'address': {'street1': '5000 W 147th St', 'city': 'Hawthorne', 'state': 'CA', 'zipcode': '90250'}, 'geo': {'type': 'Point', 'coordinates': [-118.36559, 33.897167]}}"
59a47286cfa9a3a73e51e75d,1053,"{'address': {'street1': '7000 Arundel Mills Circle', 'street2': 'Ste F1', 'city': 'Hanover', 'state': 'MD', 'zipcode': '21076'}, 'geo': {'type': 'Point', 'coordinates': [-76.725204, 39.155998]}}"
59a47286cfa9a3a73e51e75e,1046,"{'address': {'street1': '6600 Lone Tree Way', 'city': 'Brentwood', 'state': 'CA', 'zipcode': '94513'}, 'geo': {'type': 'Point', 'coordinates': [-121.72911, 37.963871]}}"
59a47286cfa9a3a73e51e75f,1064,"{'address': {'street1': '401 S Mt Juliet Rd', 'city': 'Mt Juliet', 'state': 'TN', 'zipcode': '37122'}, 'geo': {'type': 'Point', 'coordinates': [-86.509552, 36.164974]}}"
59a47286cfa9a3a73e51e760,1056,"{'address': {'street1': '1628 S Signal Butte Rd', 'city': 'Mesa', 'state': 'AZ', 'zipcode': '85209'}, 'geo': {'type': 'Point', 'coordinates': [-111.60139, 33.384254]}}"
59a47286cfa9a3a73e51e761,1058,"{'address': {'street1': '1148 Nw Norman Ave', 'city': 'Gresham', 'state': 'OR', 'zipcode': '97030'}, 'geo': {'type': 'Point', 'coordinates': [-122.43715, 45.505295]}}"
59a47286cfa9a3a73e51e762,1070,"{'address': {'street1': '5591 Hwy 153', 'city': 'Hixson', 'state': 'TN', 'zipcode': '37343'}, 'geo': {'type': 'Point', 'coordinates': [-85.250465, 35.148224]}}"
59a47286cfa9a3a73e51e763,1061,"{'address': {'street1': '101 General Stillwell Dr', 'city': 'Marina', 'state': 'CA', 'zipcode': '93933'}, 'geo': {'type': 'Point', 'coordinates': [-121.81196, 36.66708]}}"
59a47286cfa9a3a73e51e764,1063,"{'address': {'street1': '1018 24th Ave SW', 'city': 'Minot', 'state': 'ND', 'zipcode': '58701'}, 'geo': {'type': 'Point', 'coordinates': [-101.30759, 48.203568]}}"
59a47286cfa9a3a73e51e765,1066,"{'address': {'street1': '7330 191st St', 'city': 'Tinley Park', 'state': 'IL', 'zipcode': '60477'}, 'geo': {'type': 'Point', 'coordinates': [-87.798416, 41.550053]}}"
59a47286cfa9a3a73e51e766,1076,"{'address': {'street1': '32937 Temecula Parkway 79', 'city': 'Temecula', 'state': 'CA', 'zipcode': '92592'}, 'geo': {'type': 'Point', 'coordinates': [-117.081023, 33.484079]}}"
59a47286cfa9a3a73e51e767,1067,"{'address': {'street1': '100 Hawley Ln', 'city': 'Trumbull', 'state': 'CT', 'zipcode': '06611'}, 'geo': {'type': 'Point', 'coordinates': [-73.152496, 41.233082]}}"
59a47286cfa9a3a73e51e768,1077,"{'address': {'street1': '2200 El Mercado Loop', 'city': 'Sierra Vista', 'state': 'AZ', 'zipcode': '85635'}, 'geo': {'type': 'Point', 'coordinates': [-110.25728, 31.529169]}}"
59a47286cfa9a3a73e51e769,105,"{'address': {'street1': '12260 Foothill Blvd', 'city': 'Rancho Cucamonga', 'state': 'CA', 'zipcode': '91739'}, 'geo': {'type': 'Point', 'coordinates': [-117.537857, 34.10677]}}"
59a47286cfa9a3a73e51e76a,1069,"{'address': {'street1': '345 Rockaway Tpke', 'city': 'Lawrence', 'state': 'NY', 'zipcode': '11559'}, 'geo': {'type': 'Point', 'coordinates': [-73.739922, 40.626957]}}"
59a47286cfa9a3a73e51e76b,1073,"{'address': {'street1': '6020 Broadway St', 'city': 'Quincy', 'state': 'IL', 'zipcode': '62305'}, 'geo': {'type': 'Point', 'coordinates': [-91.321, 39.93423]}}"
59a47286cfa9a3a73e51e76c,1071,"{'address': {'street1': '670 Dawsonville Hwy', 'city': 'Gainesville', 'state': 'GA', 'zipcode': '30501'}, 'geo': {'type': 'Point', 'coordinates': [-83.853539, 34.297371]}}"
59a47286cfa9a3a73e51e76d,1072,"{'address': {'street1': '19503 Interstate 45', 'city': 'Spring', 'state': 'TX', 'zipcode': '77388'}, 'geo': {'type': 'Point', 'coordinates': [-95.431725, 30.050264]}}"
59a47286cfa9a3a73e51e76e,1086,"{'address': {'street1': '601 East Jubal Early Dr', 'city': 'Winchester', 'state': 'VA', 'zipcode': '22601'}, 'geo': {'type': 'Point', 'coordinates': [-78.16511, 39.16421]}}"
59a47286cfa9a3a73e51e76f,1079,"{'address': {'street1': '210 Ken Pratt Blvd', 'city': 'Longmont', 'state': 'CO', 'zipcode': '80501'}, 'geo': {'type': 'Point', 'coordinates': [-105.09621, 40.15467]}}"
59a47286cfa9a3a73e51e770,1088,"{'address': {'street1': '162 Santilli Hwy', 'city': 'Everett', 'state': 'MA', 'zipcode': '02149'}, 'geo': {'type': 'Point', 'coordinates': [-71.06851, 42.39917]}}"
59a47286cfa9a3a73e51e771,1078,"{'address': {'street1': '16485 N Marketplace Blvd', 'city': 'Nampa', 'state': 'ID', 'zipcode': '83687'}, 'geo': {'type': 'Point', 'coordinates': [-116.59116, 43.611172]}}"
59a47286cfa9a3a73e51e772,107,"{'address': {'street1': '3675 Pacific Coast Hwy', 'city': 'Torrance', 'state': 'CA', 'zipcode': '90505'}, 'geo': {'type': 'Point', 'coordinates': [-118.3493, 33.805847]}}"
59a47286cfa9a3a73e51e773,1081,"{'address': {'street1': '3142 SE Military Dr', 'city': 'San Antonio', 'state': 'TX', 'zipcode': '78235'}, 'geo': {'type': 'Point', 'coordinates': [-98.431946, 29.350693]}}"
59a47286cfa9a3a73e51e774,1082,"{'address': {'street1': '2003 N Loop 1604 E', 'city': 'San Antonio', 'state': 'TX', 'zipcode': '78232'}, 'geo': {'type': 'Point', 'coordinates': [-98.464653, 29.611219]}}"
59a47286cfa9a3a73e51e775,1080,"{'address': {'street1': '715 W Prien Lake Rd', 'city': 'Lake Charles', 'state': 'LA', 'zipcode': '70601'}, 'geo': {'type': 'Point', 'coordinates': [-93.225464, 30.199205]}}"
59a47286cfa9a3a73e51e776,1083,"{'address': {'street1': '12909 Shops Pkwy', 'city': 'Bee Cave', 'state': 'TX', 'zipcode': '78738'}, 'geo': {'type': 'Point', 'coordinates': [-97.947754, 30.310236]}}"
59a47286cfa9a3a73e51e777,1094,"{'address': {'street1': '10025 N Michigan Rd', 'city': 'Carmel', 'state': 'IN', 'zipcode': '46032'}, 'geo': {'type': 'Point', 'coordinates': [-86.230759, 39.934792]}}"
59a47286cfa9a3a73e51e778,1095,"{'address': {'street1': '50400 Waterside Dr', 'city': 'Chesterfield', 'state': 'MI', 'zipcode': '48051'}, 'geo': {'type': 'Point', 'coordinates': [-82.8302, 42.67009]}}"
59a47286cfa9a3a73e51e779,1096,"{'address': {'street1': '1632 Stringtown Rd', 'city': 'Grove City', 'state': 'OH', 'zipcode': '43123'}, 'geo': {'type': 'Point', 'coordinates': [-83.043732, 39.879684]}}"
59a47286cfa9a3a73e51e77a,1097,"{'address': {'street1': '1100 Oxford Exchange Blvd', 'city': 'Oxford', 'state': 'AL', 'zipcode': '36203'}, 'geo': {'type': 'Point', 'coordinates': [-85.835876, 33.604454]}}"
59a47286cfa9a3a73e51e77b,106,"{'address': {'street1': '39330 10th St W', 'city': 'Palmdale', 'state': 'CA', 'zipcode': '93551'}, 'geo': {'type': 'Point', 'coordinates': [-118.1447, 34.597626]}}"
59a47286cfa9a3a73e51e77c,1089,"{'address': {'street1': '21085 Salmon Run Mall Loop W', 'city': 'Watertown', 'state': 'NY', 'zipcode': '13601'}, 'geo': {'type': 'Point', 'coordinates': [-75.959389, 43.97506]}}"
59a47286cfa9a3a73e51e77d,108,"{'address': {'street1': '12133 Mall Blvd', 'city': 'Victorville', 'state': 'CA', 'zipcode': '92392'}, 'geo': {'type': 'Point', 'coordinates': [-117.351461, 34.471948]}}"
59a47286cfa9a3a73e51e77e,1091,"{'address': {'street1': '60 Smithfield Blvd', 'city': 'Plattsburgh', 'state': 'NY', 'zipcode': '12901'}, 'geo': {'type': 'Point', 'coordinates': [-73.503448, 44.700077]}}"
59a47286cfa9a3a73e51e77f,1090,"{'address': {'street1': '60 Ave Rio Hondo', 'street2': 'Ste 60', 'city': 'Bayamon', 'state': 'PR', 'zipcode': '00961'}, 'geo': {'type': 'Point', 'coordinates': [-66.16224, 18.42217]}}"
59a47286cfa9a3a73e51e780,109,"{'address': {'street1': '11301 W Pico Blvd', 'city': 'Los Angeles', 'state': 'CA', 'zipcode': '90064'}, 'geo': {'type': 'Point', 'coordinates': [-118.4389, 34.035656]}}"
59a47286cfa9a3a73e51e781,1099,"{'address': {'street1': '16630 Royalton Road', 'city': 'Strongsville', 'state': 'OH', 'zipcode': '44136'}, 'geo': {'type': 'Point', 'coordinates': [-81.8160406, 41.313093]}}"
59a47286cfa9a3a73e51e782,1101,"{'address': {'street1': '329 Tuttle Creek Blvd', 'city': 'Manhattan', 'state': 'KS', 'zipcode': '66502'}, 'geo': {'type': 'Point', 'coordinates': [-96.559006, 39.181942]}}"
59a47286cfa9a3a73e51e783,1093,"{'address': {'street1': '7949 Towne Center Pkwy', 'city': 'Papillion', 'state': 'NE', 'zipcode': '68046'}, 'geo': {'type': 'Point', 'coordinates': [-96.025322, 41.136444]}}"
59a47286cfa9a3a73e51e784,1104,"{'address': {'street1': '2055 N Tomahawk Island Drive', 'city': 'Portland', 'state': 'OR', 'zipcode': '97217'}, 'geo': {'type': 'Point', 'coordinates': [-122.68615, 45.61493]}}"
59a47286cfa9a3a73e51e785,1092,"{'address': {'street1': '3100 14th St Nw', 'city': 'Washington', 'state': 'DC', 'zipcode': '20010'}, 'geo': {'type': 'Point', 'coordinates': [-77.034, 38.929]}}"
59a47286cfa9a3a73e51e786,10,"{'address': {'street1': '1795 County Rd D E', 'city': 'Maplewood', 'state': 'MN', 'zipcode': '55109'}, 'geo': {'type': 'Point', 'coordinates': [-93.025986, 45.036556]}}"
59a47286cfa9a3a73e51e787,1106,"{'address': {'street1': '2323 1st St S', 'city': 'Willmar', 'state': 'MN', 'zipcode': '56201'}, 'geo': {'type': 'Point', 'coordinates': [-95.039848, 45.100941]}}"
59a47286cfa9a3a73e51e788,1107,"{'address': {'street1': '14125 River Gate Pkwy', 'city': 'Charlotte', 'state': 'NC', 'zipcode': '28273'}, 'geo': {'type': 'Point', 'coordinates': [-80.989288, 35.101517]}}"
59a47286cfa9a3a73e51e789,1109,"{'address': {'street1': '10035 W Mcdowell Rd', 'city': 'Avondale', 'state': 'AZ', 'zipcode': '85323'}, 'geo': {'type': 'Point', 'coordinates': [-112.27374, 33.463428]}}"
59a47286cfa9a3a73e51e78a,1108,"{'address': {'street1': '1055 Metropolitan Ave', 'city': 'Charlotte', 'state': 'NC', 'zipcode': '28204'}, 'geo': {'type': 'Point', 'coordinates': [-80.834904, 35.213101]}}"
59a47286cfa9a3a73e51e78b,1102,"{'address': {'street1': '3225 Missouri Blvd', 'city': 'Jefferson City', 'state': 'MO', 'zipcode': '65109'}, 'geo': {'type': 'Point', 'coordinates': [-92.241463, 38.580399]}}"
59a47286cfa9a3a73e51e78c,1113,"{'address': {'street1': '2901 S Dogwood Rd', 'city': 'El Centro', 'state': 'CA', 'zipcode': '92243'}, 'geo': {'type': 'Point', 'coordinates': [-115.52876, 32.770676]}}"
59a47286cfa9a3a73e51e78d,1115,"{'address': {'street1': '13107 40th Road c300', 'city': 'Flushing', 'state': 'NY', 'zipcode': '11354'}, 'geo': {'type': 'Point', 'coordinates': [-73.83701, 40.75585]}}"
59a47286cfa9a3a73e51e78e,1087,"{'address': {'street1': '2865 Concord Rd', 'city': 'York', 'state': 'PA', 'zipcode': '17402'}, 'geo': {'type': 'Point', 'coordinates': [-76.6757, 39.98238]}}"
59a47286cfa9a3a73e51e78f,1110,"{'address': {'street1': '332-A Robert Smalls Pkwy', 'city': 'Beaufort', 'state': 'SC', 'zipcode': '29906'}, 'geo': {'type': 'Point', 'coordinates': [-80.742401, 32.42247]}}"
59a47286cfa9a3a73e51e790,1119,"{'address': {'street1': '2701 Cherry Ave', 'city': 'Signal Hill', 'state': 'CA', 'zipcode': '90755'}, 'geo': {'type': 'Point', 'coordinates': [-118.16783, 33.807213]}}"
59a47286cfa9a3a73e51e791,1057,"{'address': {'street1': '8645 Pulaski Hwy', 'city': 'Rosedale', 'state': 'MD', 'zipcode': '21237'}, 'geo': {'type': 'Point', 'coordinates': [-76.483322, 39.33239]}}"
59a47286cfa9a3a73e51e792,1085,"{'address': {'street1': '16680 Highlands Center Dr', 'city': 'Bristol', 'state': 'VA', 'zipcode': '24202'}, 'geo': {'type': 'Point', 'coordinates': [-82.11652, 36.63588]}}"
59a47286cfa9a3a73e51e793,110,"{'address': {'street1': '3900 Tyler St', 'city': 'Riverside', 'state': 'CA', 'zipcode': '92503'}, 'geo': {'type': 'Point', 'coordinates': [-117.46361, 33.914719]}}"
59a47286cfa9a3a73e51e794,1084,"{'address': {'street1': '5005 E Marketplace Dr', 'city': 'Flagstaff', 'state': 'AZ', 'zipcode': '86004'}, 'geo': {'type': 'Point', 'coordinates': [-111.57584, 35.223331]}}"
59a47286cfa9a3a73e51e795,1126,"{'address': {'street1': '14 Allstate Rd', 'city': 'Dorchester', 'state': 'MA', 'zipcode': '02125'}, 'geo': {'type': 'Point', 'coordinates': [-71.060478, 42.327961]}}"
59a47286cfa9a3a73e51e796,1120,"{'address': {'street1': '1987 Sam Rittenberg Blvd', 'city': 'Charleston', 'state': 'SC', 'zipcode': '29407'}, 'geo': {'type': 'Point', 'coordinates': [-80.027075, 32.795545]}}"
59a47286cfa9a3a73e51e797,1121,"{'address': {'street1': '5101 Frederica St', 'city': 'Owensboro', 'state': 'KY', 'zipcode': '42301'}, 'geo': {'type': 'Point', 'coordinates': [-87.127319, 37.719315]}}"
59a47286cfa9a3a73e51e798,1118,"{'address': {'street1': '230 Calle Federico Costa Hato Rey', 'city': 'San Juan', 'state': 'PR', 'zipcode': '00918'}, 'geo': {'type': 'Point', 'coordinates': [-66.07188, 18.42684]}}"
59a47286cfa9a3a73e51e799,111,"{'address': {'street1': '500 Westminster Mall Rd', 'city': 'Westminster', 'state': 'CA', 'zipcode': '92683'}, 'geo': {'type': 'Point', 'coordinates': [-118.0133, 33.750256]}}"
59a47286cfa9a3a73e51e79a,1123,"{'address': {'street1': '1584 N State Route 50', 'city': 'Bourbonnais', 'state': 'IL', 'zipcode': '60914'}, 'geo': {'type': 'Point', 'coordinates': [-87.850174, 41.172596]}}"
59a47286cfa9a3a73e51e79b,1098,"{'address': {'street1': '2130 Route 70 W', 'city': 'Cherry Hill', 'state': 'NJ', 'zipcode': '08002'}, 'geo': {'type': 'Point', 'coordinates': [-75.028412, 39.935669]}}"
59a47286cfa9a3a73e51e79c,1125,"{'address': {'street1': '2675 Geary Blvd', 'street2': 'Suite 300', 'city': 'San Francisco', 'state': 'CA', 'zipcode': '94118'}, 'geo': {'type': 'Point', 'coordinates': [-122.44702, 37.782257]}}"
59a47286cfa9a3a73e51e79d,1124,"{'address': {'street1': '585 24 1/2 Rd', 'city': 'Grand Junction', 'state': 'CO', 'zipcode': '81505'}, 'geo': {'type': 'Point', 'coordinates': [-108.59233, 39.08596]}}"
59a47286cfa9a3a73e51e79e,1127,"{'address': {'street1': '3401 Erie Blvd E', 'city': 'DeWitt', 'state': 'NY', 'zipcode': '13214'}, 'geo': {'type': 'Point', 'coordinates': [-76.069237, 43.045792]}}"
59a47286cfa9a3a73e51e79f,1112,"{'address': {'street1': '5311 S Calle Santa Cruz', 'city': 'Tucson', 'state': 'AZ', 'zipcode': '85706'}, 'geo': {'type': 'Point', 'coordinates': [-110.98976, 32.15375]}}"
59a47286cfa9a3a73e51e7a0,1128,"{'address': {'street1': '1182 Admiral Callaghan Lane', 'city': 'Vallejo', 'state': 'CA', 'zipcode': '94591'}, 'geo': {'type': 'Point', 'coordinates': [-122.2129, 38.136486]}}"
59a47286cfa9a3a73e51e7a1,1129,"{'address': {'street1': '10901 Georgia Ave', 'city': 'Wheaton', 'state': 'MD', 'zipcode': '20902'}, 'geo': {'type': 'Point', 'coordinates': [-77.052582, 39.035542]}}"
59a47286cfa9a3a73e51e7a2,112,"{'address': {'street1': '390 N Moorpark Rd', 'city': 'Thousand Oaks', 'state': 'CA', 'zipcode': '91360'}, 'geo': {'type': 'Point', 'coordinates': [-118.87419, 34.182625]}}"
59a47286cfa9a3a73e51e7a3,1130,"{'address': {'street1': '6810 Charlotte Pike', 'city': 'Nashville', 'state': 'TN', 'zipcode': '37209'}, 'geo': {'type': 'Point', 'coordinates': [-86.89312, 36.134159]}}"
59a47286cfa9a3a73e51e7a4,1131,"{'address': {'street1': '3701 Mckinley Pkwy', 'city': 'Buffalo', 'state': 'NY', 'zipcode': '14219'}, 'geo': {'type': 'Point', 'coordinates': [-78.812096, 42.790466]}}"
